"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,4.176574,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,4.119705,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,4.018976,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,4.086409,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,4.303348,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,4.27085,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,10.1077,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,9.332508,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,9.824395,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,10.54705,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,10.72685,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,10.42859,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,10.51491,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,10.80953,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,9.134967,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,9.29104,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,9.571517,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,9.531191,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,9.925323,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,10.01667,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,10.38347,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,10.37685,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,10.88084,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,11.12899,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,10.67112,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,10.38042,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,10.37999,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,10.43161,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,10.47417,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,10.34338,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,10.43714,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,10.76421,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,10.52416,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,10.81891,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,11.08553,,
"CCUS","Currency exchange rates, monthly average","SWE","Sweden","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,11.02365,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,0.9546568,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,0.923695,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,0.9638953,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,0.9664937,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,0.9645435,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,0.9246489,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,0.8988902,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,0.8835014,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,0.9187,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,0.922685,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,0.9297,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,0.9430905,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,0.9794636,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,0.9691318,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,0.9695619,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,0.9569783,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,0.9729409,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,0.9956667,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,0.9659091,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,0.9320545,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,0.9241046,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,0.92429,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,0.9255522,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,0.898385,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,0.8974174,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,0.9008682,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,0.874,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,0.8782565,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,0.8982476,,
"CCUS","Currency exchange rates, monthly average","CHE","Switzerland","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,0.9038591,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,16.56319,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,13.93453,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,15.76873,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,17.93247,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,18.61703,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,18.87387,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,20.92717,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,26.81385,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,13.53489,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,13.65477,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,14.61393,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,14.70386,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,15.6099,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,16.99244,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,17.45305,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,18.03059,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,18.31378,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,18.58481,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,18.60894,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,18.65734,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,18.77855,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,18.84412,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,18.99895,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,19.33725,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,19.74774,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,23.6965,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,26.4994,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,26.94308,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,26.99908,,
"CCUS","Currency exchange rates, monthly average","TUR","Türkiye","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,27.8602,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,0.8112203,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,0.7451642,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,0.7964142,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,0.850611,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,0.8526919,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,0.8232604,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,0.7989938,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,0.7903147,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,0.7376738,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,0.7386975,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,0.7591213,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,0.7737271,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,0.8034723,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,0.8120432,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,0.8340634,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,0.8345848,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,0.883185,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,0.8843591,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,0.8518927,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,0.8218241,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,0.8182718,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,0.8274815,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,0.8240278,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,0.803497,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,0.8016996,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,0.791785,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,0.7763566,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,0.7873517,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,0.8072357,,
"CCUS","Currency exchange rates, monthly average","GBR","United Kingdom","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,0.8218268,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,5.16397,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,5.232422,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,4.920158,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,5.248107,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,5.255194,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,5.194011,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,4.95078,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,4.879856,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,5.533505,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,5.195979,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,4.967782,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,4.757416,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,4.95445,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,5.04861,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,5.367476,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,5.140488,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,5.236357,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,5.249695,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,5.274055,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,5.241832,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,5.200082,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,5.171089,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,5.210861,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,5.019134,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,4.982241,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,4.850966,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,4.800233,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,4.902944,,
"CCUS","Currency exchange rates, monthly average","BRA","Brazil","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,4.93639,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,873.2538,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,808.3765,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,844.8409,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,926.1014,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,913.6963,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,811.2708,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,801.2794,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,852.722,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,819.8269,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,806.892,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,798.4105,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,818.9243,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,848.2589,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,867.3395,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,951.3871,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,902.2733,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,924.6439,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,953.2957,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,915.3527,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,872.4405,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,825.0718,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,801.3417,,
